satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,age,genre,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_Aucun,frequence_deplacement_Frequent,frequence_deplacement_Occasionnel,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,departement_Commercial,departement_Consulting,departement_Ressources Humaines,satisfaction_globale,stagnation_carriere,pression_travail
2,4,1,4,4,3,3,0,0.17,0,2,3,5,4,0,2,32,1,3,6,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.5,8
2,3,5,4,4,2,3,1,0.14,0,1,4,7,3,1,10,44,1,0,23,22,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.30434782608695654,11
2,2,1,2,2,2,3,0,0.12,0,1,3,7,3,1,1,30,0,1,6,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5714285714285714,10
3,1,2,1,1,3,3,1,0.14,0,0,3,5,5,1,4,45,1,1,10,10,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6363636363636364,9
1,2,2,1,1,3,3,0,0.15,0,1,2,26,3,4,5,45,0,1,10,10,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.6363636363636364,29
4,3,2,1,4,3,3,0,0.13,0,0,3,2,4,0,3,31,0,7,10,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,5
3,3,2,3,2,3,3,1,0.12,0,2,2,12,4,1,1,36,1,9,7,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.5,16
3,4,2,4,1,3,3,0,0.13,0,1,3,10,4,7,2,34,0,1,9,9,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.7,13
3,3,1,1,4,2,3,0,0.14,0,1,3,25,4,1,4,49,1,1,10,9,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.6,28
2,3,2,1,4,3,3,0,0.13,0,3,3,10,5,7,7,39,0,2,10,7,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.875,13
4,2,1,1,1,3,3,0,0.11,0,2,3,19,3,0,7,27,0,1,7,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.875,22
2,4,2,1,4,3,3,0,0.11,0,0,2,18,5,1,10,35,0,1,16,16,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.8823529411764706,21
2,1,2,1,2,2,4,0,0.21,0,1,5,27,3,0,0,28,1,0,6,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.75,0.5,31
3,3,1,4,3,3,3,0,0.18,0,0,2,5,1,2,2,21,0,1,3,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.6666666666666666,8
2,3,1,4,3,4,3,1,0.12,1,0,2,3,2,0,0,18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.0,7
4,3,5,3,3,3,3,0,0.11,0,1,2,26,4,1,0,47,1,3,27,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.25,0.3333333333333333,29
3,2,2,3,4,3,3,0,0.15,0,1,3,3,2,0,7,39,0,0,11,10,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.7272727272727273,6
1,2,3,3,4,3,3,0,0.13,0,2,2,15,3,14,12,40,1,1,18,18,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.7894736842105263,18
3,3,2,3,4,3,3,0,0.12,0,1,5,8,4,2,9,35,1,1,15,14,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.7333333333333333,11
3,3,2,3,1,2,3,0,0.17,0,3,2,19,3,0,2,37,0,3,9,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.25,0.6,22
1,3,2,3,4,1,3,0,0.13,0,0,2,4,3,3,8,39,1,0,10,9,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.25,0.2,7
4,2,2,4,1,3,3,0,0.19,0,2,3,2,2,3,9,45,1,1,10,10,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.6363636363636364,5
4,2,3,3,4,4,3,1,0.19,0,1,6,2,2,0,2,38,1,3,10,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.75,0.6666666666666666,6
4,2,3,1,3,3,3,0,0.17,1,0,3,10,3,6,0,35,0,9,15,13,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.8571428571428571,13
2,3,1,2,1,1,3,0,0.11,0,1,2,10,3,7,7,37,1,1,8,8,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.4444444444444444,13
3,3,3,4,4,2,3,1,0.15,0,0,2,16,3,3,3,40,1,6,18,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,0.4,20
1,3,2,4,3,3,3,1,0.11,0,0,3,1,5,0,2,44,0,4,14,10,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.75,0.6363636363636364,5
3,2,4,4,2,3,4,0,0.25,0,1,3,4,5,2,2,48,0,2,23,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.6666666666666666,8
1,1,2,4,4,2,3,1,0.14,1,2,2,15,2,2,2,35,0,6,7,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.6666666666666666,19
1,3,1,4,3,3,3,1,0.13,0,0,2,2,1,1,3,24,1,1,6,6,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.42857142857142855,6
2,4,1,3,1,3,3,0,0.17,0,0,0,8,3,0,2,27,1,7,5,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.5,11
4,3,1,4,3,2,3,0,0.13,0,0,0,2,3,1,2,27,0,2,6,4,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.4,5
1,3,1,1,2,1,3,1,0.14,1,0,3,7,3,0,3,40,0,3,10,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,0.4,11
3,2,2,3,3,3,3,0,0.11,0,0,2,10,3,1,4,29,0,9,8,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,13
2,3,3,1,3,3,3,0,0.12,0,2,6,5,4,0,2,36,1,4,9,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.5,8
4,4,2,3,3,3,3,0,0.17,0,2,6,2,1,0,7,25,0,1,7,7,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,0.875,5
4,3,2,2,3,3,4,0,0.21,0,0,3,12,3,1,0,39,0,4,7,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.6666666666666666,16
1,3,4,2,2,3,3,0,0.16,0,2,2,22,4,1,2,49,1,3,27,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.4,25
4,2,3,1,3,3,3,0,0.15,0,3,3,17,5,1,11,50,1,5,19,14,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.7333333333333333,20
3,3,1,3,1,3,3,0,0.19,0,0,3,2,3,2,2,20,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.6666666666666666,5
4,3,2,2,3,3,3,0,0.12,0,1,2,3,3,7,9,34,1,1,11,11,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6666666666666666,6
1,3,1,2,3,3,3,0,0.11,0,0,4,7,3,1,3,36,0,2,15,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6,10
3,2,4,3,2,3,3,1,0.19,0,1,3,6,1,2,12,49,1,2,30,15,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6875,10
4,2,2,3,3,3,3,0,0.15,0,0,6,1,4,1,2,36,1,0,4,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,0.5,4
4,4,2,1,1,3,4,0,0.2,0,1,3,3,2,0,4,36,0,6,13,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6666666666666666,7
2,3,4,3,3,3,4,0,0.25,0,1,6,22,5,4,7,54,1,3,36,10,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.75,0.7272727272727273,26
3,2,4,3,1,3,4,0,0.24,0,1,3,15,2,6,11,43,0,1,14,14,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.6666666666666666,19
4,3,2,4,1,4,4,1,0.24,1,0,2,12,4,6,7,35,0,3,13,11,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.75,17
4,3,2,4,4,4,3,0,0.15,0,2,4,1,3,2,9,38,0,7,19,13,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.7857142857142857,4
1,2,2,2,2,2,3,1,0.13,0,1,3,5,3,0,9,29,0,1,10,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.75,0.0,9
4,3,2,4,3,3,3,0,0.14,0,2,5,2,4,0,4,33,0,1,6,6,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.2857142857142857,5
4,3,2,2,3,2,3,0,0.13,0,2,4,2,3,1,6,32,0,0,10,9,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.5,5
1,3,2,4,1,3,3,0,0.11,0,2,2,5,4,0,2,31,1,1,10,10,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.0,8
4,3,1,1,2,2,3,1,0.16,0,1,2,16,3,2,2,49,1,4,17,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6666666666666666,20
4,2,1,2,2,3,4,0,0.22,0,0,3,2,3,3,3,38,1,1,4,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6,6
2,4,4,2,3,3,3,0,0.14,0,3,2,2,4,1,2,47,1,6,29,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,0.5,5
3,3,4,3,1,3,3,0,0.14,0,0,2,1,3,0,0,49,0,4,23,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.5,0.7777777777777778,4
4,3,3,3,4,3,3,1,0.16,0,0,2,23,2,0,2,41,0,3,21,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.0,27
4,3,1,1,1,3,3,0,0.11,0,0,3,9,1,0,2,20,0,1,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.6666666666666666,12
3,3,2,4,3,3,4,1,0.25,0,1,2,16,3,1,2,33,1,1,7,6,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.7142857142857143,21
1,3,2,3,2,2,3,0,0.14,0,2,2,26,4,0,2,36,0,6,10,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,29
3,3,1,4,1,3,3,1,0.18,0,3,2,1,3,2,2,44,1,4,8,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.75,0.6666666666666666,5
4,2,1,3,1,3,3,1,0.11,1,0,2,8,1,1,2,23,0,1,5,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6666666666666666,12
4,3,1,3,4,2,3,0,0.19,0,1,5,4,2,0,0,38,1,7,7,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,7
2,4,3,4,3,3,3,0,0.15,0,0,2,24,4,1,2,53,0,3,11,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6,27
4,3,1,3,3,3,3,1,0.11,1,2,3,7,2,7,7,48,1,2,19,9,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.7,11
4,3,1,2,1,3,3,0,0.12,1,0,2,2,4,0,0,32,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,5
4,3,1,4,3,3,4,0,0.2,0,0,5,7,3,5,7,26,0,1,7,7,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.875,11
1,2,1,2,4,3,3,0,0.12,0,1,1,22,3,1,2,55,0,5,8,4,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.4,25
2,2,2,4,3,4,3,0,0.14,0,1,3,5,2,4,13,34,0,1,15,15,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.625,8
3,1,3,4,3,4,4,0,0.2,0,1,2,1,4,0,0,60,0,3,19,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,5
2,4,1,2,4,3,3,0,0.18,0,3,6,21,3,2,13,33,0,1,14,14,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.7333333333333333,24
3,1,2,4,3,2,3,0,0.14,0,2,2,1,4,1,3,37,0,1,6,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.42857142857142855,4
2,2,1,4,2,3,3,0,0.12,0,0,3,19,3,8,7,34,1,1,10,10,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.8181818181818182,22
3,3,1,4,2,3,4,1,0.21,1,1,2,7,3,0,2,23,0,1,3,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,12
3,4,3,4,2,3,3,1,0.19,0,1,2,2,3,6,7,44,1,1,9,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.7777777777777778,6
1,2,1,4,3,4,3,1,0.14,0,0,2,2,4,1,4,35,0,0,6,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6666666666666666,6
4,3,2,4,1,3,3,1,0.17,0,1,3,2,3,8,8,43,0,1,10,10,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8181818181818182,6
3,4,1,3,4,3,3,0,0.16,0,1,1,9,3,0,4,24,0,1,5,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.5,12
4,3,3,3,2,3,3,0,0.12,0,0,3,6,3,8,7,41,0,1,10,10,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.7272727272727273,9
4,3,1,3,3,3,3,0,0.17,0,1,2,9,4,1,2,29,1,9,9,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.5,12
3,3,2,4,3,2,3,0,0.15,0,0,2,2,4,6,7,36,1,3,17,13,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,5
3,2,3,3,4,2,4,0,0.23,0,1,3,1,1,14,4,45,0,3,25,23,15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.625,5
4,1,1,3,3,3,3,0,0.11,1,1,2,22,1,0,0,24,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.25,0.0,25
3,1,4,3,3,1,3,0,0.11,1,0,3,9,3,14,10,47,0,7,25,23,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.20833333333333334,12
4,1,1,3,3,4,3,0,0.15,0,3,3,17,4,0,2,26,0,1,3,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.5,20
